geom,rrdistance,parid,luc_desc,taxdist_desc
0106000020BC080000010000000103000000010000004E000000C045B6F3C8071D41E0A7C68BB0C73B41C04F8D177C041D41C0726831FFC63B4100D578E93E041D41C0C876BE0FC73B410004568EF0031D41E0F97E4A30C73B4140B4C8F697031D416091EDBC4FC73B4180438BEC5B031D41E051B87E65C73B41C045B6F31C031D41606666467FC73B41C0A3705D00031D418041602598C73B41C045B6F3F0021D416039B4E8ADC73B4100FED4F8CF021D4160E3A59BC8C73B41801058B99C021D41C0F753CBD9C73B4140BA490C34021D41C0A145D6F2C73B4100AAF152C3011D4100AC1CFA0CC83B4180EFA74687011D4160BA49AC27C83B41C09DEF2738011D4100295C3757C83B41005A64BB1D011D41E04D62707DC83B4100000080F2001D41C076BE9F9DC83B4100D1225BC4001D41A0180436B5C83B4180BE9F1A19001D41A0EFA786CFC83B41803D0A576FFF1C41A01804DEDEC83B41806666E620FF1C4120583934E4C83B41C0A3705DCEFE1C4160E7FBD1E9C83B4180C0CAA137FE1C4100560EADF3C83B41C0A3703DDFFD1C41E0F97E2A03C93B41008195C390FD1C41400C02EB10C93B41C0CAA1C567FD1C4160BC745319C93B4180BC74130AFD1C41C020B0D231C93B41C0C8763E89FC1C4120DBF9FE51C93B4180931884EFFB1C4120B29D4F7BC93B41C0C8763E80FB1C4120DBF91E9BC93B41804160850FFB1C41C0A145B6B4C93B41C09DEF47B3FA1C4100D7A3F0CDC93B41007D3FD54CFA1C41A01C5A44D9C93B4100FCA971D0F91C414060E590E0C93B4140E3A51B51F91C4140894160F1C93B4180416085C7F81C4140DF4F3506CA3B4100D7A3F050F81C4180976ED223CA3B41405C8FC2F1F71C41205A64BB44CA3B41C04D6210A7F71C412004562E64CA3B41406210D847F71C4120DD24A696CA3B41C0703D8A01F71C41600E2D32B7CA3B41406210F89DF61C418016D9EED9CA3B410052B81E46F61C41E04D6210F2CA3B4180EB5138B5F51C418014AE8706CB3B41C01E856B47F51C4140355EDA20CB3B41C04D621004F51C4120B0722837CB3B4180BE9F1AD8F41C41E02631C854CB3B4140E17A14C2F41C418014AE8777CB3B41405EBA4964F41C4100AC1CBAB9CB3B41C0F1D24D0FF41C41A0ED7C1FEFCB3B4100FED478B4F31C41C020B05222CC3B41806666E650F31C4120B29D0F45CC3B41C0F1D2CDC5F21C41A06E12036ECC3B41C07268117EF21C41403789C181CC3B41C09DEFC724F21C41202FDDA48FCC3B414060E550BEF11C41E04D6230A1CC3B4140DF4FAD5DF11C41A018045EC1CC3B4140DF4F8D4DF11C41400C022BCECC3B41806E128360F11C4100D7A3F8E9CC3B4140DF4F2D6BF11C41E07A14CE06CD3B4100AAF1526AF11C41403333D306CD3B4140DF4F2D5AF11C41A09999991ECD3B41C04D629053F11C41A01C5AC42BCD3B410052B89E37F11C4160BA49CC3BCD3B410054E3A511F11C4180C2F5084BCD3B410083C04ACEF01C41E026312861CD3B41C0F1D24D71F01C41804160E583CD3B41002B879613F01C4100AAF112A4CD3B41C01C5AE4AAEF1C41400C028BC7CD3B4180C0CAA16CEF1C410054E345E8CD3B4100D578695FEF1C4160BC74F3FECD3B410054E3253FEF1C41A099999920CE3B41007D3F553EEF1C41A018047E20CE3B4140DF4FADFAEE1C41408B6C4740CE3B4140643BDF60EE1C41A01804B68CCE3B41405C8F425EEE1C418068916D8DCE3B418093188469071D4160BC74D396CE3B41C045B6F3C8071D41E0A7C68BB0C73B41,19813.98845211996,2000384,Vacant Governmental,UNINCORPORATED - WESTSIDE
0106000020BC0800000100000001030000000100000009000000806666E6BFEF1D4160E7FB1138673B4140DD240669EF1D4160E7FB9137673B418041606566EF1D41C01E85AB49673B41C0749398A5EE1D41E04F8D37746C3B41C0749398FDEE1D4120D9CED7746C3B41C01C5A6408F91D41E022DBD9856C3B41400E2DB2BFF91D4140E17A345B673B41C020B012C2F91D412058399449673B41806666E6BFEF1D4160E7FB1138673B41,12786.64450886232,2000724,Colleges,UNINCORPORATED - WESTSIDE
0106000020BC0800000100000001030000000100000009000000C04D6210887D1D414008ACDCA8973B41C07268917D7D1D41E07A14EE9F973B41C020B012477D1D41C01E854B7B973B41408B6C67277D1D4100D7A3307E973B41806E1283207D1D4160E7FBD17E973B41804160E5AE7B1D4100D7A3B0A0973B41002FDD24EF7B1D4100D7A3B0CD973B41C078E9A6687D1D414060E5B0AB973B41C04D6210887D1D414008ACDCA8973B41,16016.520140893253,2001585,Vacant Residential,UNINCORPORATED - WESTSIDE
0106000020BC0800000100000001030000000100000007000000801058B938811D4140355E7A3B9A3B418091EDFCF2801D41804160250E9A3B4140DD2406D1801D4120583934119A3B41C0F753E35C7F1D41203108B4329A3B41806E12839E7F1D4120583974609A3B41C078E92612811D4140E17AF43E9A3B41801058B938811D4140355E7A3B9A3B41,15592.346272695946,2001844,Mobile Homes,UNINCORPORATED - WESTSIDE
0106000020BC080000010000000103000000010000001100000000295C0F5A711D41C0CCCC2C009E3B41002731084B721D4120DD2426D19D3B41405C8FE2AB711D41E0A3707D929D3B41C09DEF4798711D41C0CAA1C58A9D3B414039B4C880711D41C0CAA1858E9D3B4180666666B0701D41C0CAA125AF9D3B418041606514701D41C0CAA1A5C79D3B41408B6CE7EB6F1D4140378901CE9D3B410052B81EA86F1D41A0EFA7A6D89D3B41806891EDED6F1D41C0490C62F29D3B4140DF4F8D0A701D4160BC74D3EC9D3B41801804D620701D4100AC1C7AE89D3B41C09F1A2F2D701D41C0726811E69D3B41C01C5AE495701D41A047E15A059E3B41007B14AEAB701D41E0D022BB0A9E3B4180C420D0E0701D41C0A145D6179E3B4100295C0F5A711D41C0CCCC2C009E3B41,16271.56587980166,2002093,Vacant Residential,UNINCORPORATED - WESTSIDE
0106000020BC080000010000000103000000010000000A000000806ABCB4ABB22141A018041681993941C0A145B6D1B22141A01A2FDD809939418093188457B32141E0A370DD80993941C0A145B664B32141E0A370DD80993941E0CEF75360B32141E0A3709D5798394140E17A14C4B121416091ED3C57983941A0EFA7C6D2B12141A01A2FDD81993941A01C5AE4FFB12141A01A2FDD81993941606666E625B22141A01A2FDD81993941806ABCB4ABB22141A018041681993941,29908.27784750355,2574283,"Mixed Use, Store/Office/Resi",DELTONA
0106000020BC0800000100000001030000000100000017000000E0A7C68B49A0214100022BC7238539418095434B7CA0214100022BC7228539412031086CA7A0214100022BC72285394160E3A5DBD9A02141408B6CE722853941E0A7C6CB04A12141408B6CC722853941E0A7C64B3BA12141408B6CE722853941A047E1BA3CA12141408B6CC7C3843941400C022B06A12141408B6CC7C3843941400C022BDBA02141408B6CC7C3843941E0D0229BA8A0214100022BC7C3843941205A64BB7DA0214100022BC7C38439418095430B4BA0214100022BC7C38439418095438B14A0214100022BC7C3843941205A64BBE19F214100022BC7C3843941205A64BBB29F214100022BC7C484394160E3A51B7C9F214100022BC7C484394160E3A51B4D9F214100022BC7C4843941203108AC4B9F214100022BC723853941203108BC7A9F214100022BC723853941C0F5285CB19F214100022BC723853941C0F5285CE09F214100022BC723853941C0F5281C13A0214100022BC723853941E0A7C68B49A0214100022BC723853941,27628.73586248002,2574968,Vacant Commercial,DELTONA
0106000020BC080000010000000103000000010000000D0000006039B4489F4C224160E7FB090889394180BE9F5A9A4C2241E051B89E0689394180BE9FEAC94B2241C0C8769ECA883941C0F3FD14C24B2241A01A2F5DC888394160666626B64B2241A0F1D2EDC4883941C01E85AB6B4B2241A045B6330A893941A047E1BA7A4B2241803F359E0E893941408B6CE77B4B2241C0A145F60E893941E0CEF7137D4B22412004564E0F893941A047E1BA4A4C2241E051B89E4B89394100D578A9504C2241C0F5285C4D89394140378941784C2241403333732A8939416039B4489F4C224160E7FB0908893941,49599.935257026766,2575883,Vacant Residential,DELTONA
0106000020BC0800000100000001030000000100000007000000601058B9B05122410054E305A6713941002DB29D7F4E224120DBF9FEF170394160643B9F7F4E224160643BFFC8713941403789C1B34E224140378981D3713941405EBA89434F2241E0A3707DF07139412031087C23512241E0A3703D51723941601058B9B05122410054E305A6713941,48843.51363235512,2576766,Vacant Residential,DELTONA
0106000020BC0800000300000001030000000100000000010000002FDD24E7731D4120D9CEB7F1F53A4100A69BC4BC731D4120D9CED7DCF53A4180416065AA731D41E04F8DB7C9F53A41002FDD24B4731D41E04F8D77B7F53A4180EFA746BC731D41E04F8D37A6F53A41C0CAA1C5C9731D41E04F8D3792F53A4140DD2486EB731D41E04F8D977FF53A4140DF4F0D08741D41C0C876DE71F53A4140DD24860C741D41E04F8DB76FF53A4180EFA7462A741D41E04F8D1760F53A410054E32534741D41E04F8D3752F53A41C078E92648741D41E04F8DF73DF53A4100022B8762741D41E04F8D172AF53A41408B6CE76D741D41E04F8D1719F53A41C078E9267D741D41E04F8D3706F53A41C09DEFC78F741D41E04F8D77F7F43A41C09DEF47A7741D41E04F8D57E0F43A4140B4C876A6741D41E04F8D57E0F43A414062105896661D41C0F3FDD4DFF43A4100AAF1D2A3661D41200681557FF73A4140E17A14BA661D41200681557FF73A41C045B673CE661D41200681557FF73A4180BC749316671D41608FC23581F73A4140E17A145D671D41A018043683F73A41806ABC749F671D41A018049682F73A41806ABCF4D4671D41A01804767FF73A4140E17A9415681D41A01804567CF73A41408FC2F567681D41A01804B67AF73A4180180456B6681D41C0A145967AF73A41408FC2752A691D41C0A145567CF73A4140B4C8764B6A1D41002B87F681F73A41406210D8426B1D4140B4C8B684F73A41408716D98D6B1D4140B4C89680F73A4180999919C06B1D4140B4C8367CF73A4180999999E06B1D4140B4C89675F73A4140871659076C1D4140B4C8F669F73A41C022DB79236C1D4140B4C83657F73A4180999999396C1D4140B4C8963EF73A4100AC1CDA576C1D4140B4C81626F73A41806ABCF4646C1D4120D9CE171DF73A4180BE9FBA7B6C1D4140B4C8760DF73A4180BE9F1A906C1D4160E5D0C2FBF63A4100D1225B986C1D4140B4C896F4F63A41C047E17AB76C1D4140B4C856DDF63A41806CE77BDC6C1D4140B4C836CDF63A41C0F528DC1B6D1D4140B4C8B6BEF63A41C0F528DC646D1D4140B4C8B6AFF63A418091EDFC916D1D4140B4C8D6A3F63A41C0A370DDAB6D1D4140B4C89694F63A418091EDFCB76D1D4140B4C8F683F63A41C0A3703DBB6D1D4140B4C81670F63A41C0A370DDAF6D1D4140B4C83659F63A41002DB29DA26D1D4140B4C8964BF63A418091ED7C806D1D4140B4C8F640F63A414008AC1C3F6D1D41002B873631F63A41007F6A3CFF6C1D41002B871620F63A41C0A370DDC06C1D41002B87F60BF63A418091EDFC856C1D41C0A145B6FFF53A41806CE77B4F6C1D41C0A14576FDF53A41806CE77B146C1D41C0A145D601F63A4140E3A51BD46B1D41C0A145B60EF63A4100D122DB8C6B1D41C0A1451620F63A4100D1225B4D6B1D41C0A145B62EF63A4180BE9F3A246B1D41C0A1459639F63A41806CE7FB0F6B1D41002B871649F63A4180BE9F3AF26A1D41C0A1457658F63A4100AC1C5AB46A1D41C0A1453665F63A41809999995D6A1D41A018041673F63A41C0749318056A1D41608FC2B57AF63A41C0749318C1691D41A01804D67AF63A4180EB51B87D691D41A018043675F63A4180EB513841691D41A018045669F63A4180EB513809691D41608FC2B554F63A41C04F8D97D2681D41608FC2353CF63A4100FED4F8B0681D41608FC25526F63A41C04F8D1798681D41608FC29510F63A41406210586F681D4120068155FDF53A41406210D839681D4120068115EAF53A41C04F8D970E681D4120068135D4F53A4140621078FB671D41608FC295C1F53A4140621058F9671D4120068175B5F53A41C04F8D97F9671D4120068175A8F53A4180EB513800681D41608FC2759AF53A41C022DBF916681D41200681958EF53A4180EB513847681D41200681B580F53A41C04F8D1775681D412006811572F53A4140871659A6681D412006819568F53A4180105839E1681D412006811562F53A4100AC1C5A24691D41200681F55FF53A4180BE9FBA73691D41200681F562F53A4180BE9F1AC3691D41608FC2F565F53A4180BE9F1A0B6A1D41608FC2F567F53A41C047E17A426A1D41608FC2756AF53A41005A64BB726A1D41608FC2F571F53A41005A64BBB36A1D41200681F576F53A41C0F5285CF46A1D41A01804F672F53A4140E3A51B146B1D41608FC2556AF53A4140E3A59B1F6B1D41A018045660F53A41C0F528DC186B1D41A01804F654F53A4140E3A51B056B1D41608FC29549F53A41007F6A3C066B1D41608FC2353DF53A41C0F528DC346B1D41608FC2D52CF53A41C0A370DD7D6B1D41A01804D61CF53A41C0F528DCD26B1D41A01804560EF53A41C0A3703D376C1D41A01804D601F53A41C0C8763EA16C1D41A0180436FAF43A4140DBF97EF46C1D41A01804F6F9F43A4140DBF97E3D6D1D41C0A14576FFF43A41000000208C6D1D41C0A1453606F53A410052B81ED26D1D41C0A145D60EF53A4100000000216E1D41C0A1457619F53A41801283C06A6E1D41002B87161FF53A41000000809F6E1D41002B87F61CF53A4180128340C36E1D41002B87D617F53A4140894160D16E1D41002B87760FF53A4180128340D36E1D41002B879601F53A41801283C0DF6E1D41002B8796FAF43A41C0240601156F1D41002B87D605F53A41403789C1396F1D41002B879617F53A4100AE47E1266F1D41002B87D621F53A41C09BC420036F1D41C0A1457628F53A4140894160D36E1D41002B87F62CF53A41408941E0986E1D4140B4C8162CF53A41000000A0516E1D41002B87162AF53A4100000000036E1D41C0A1457625F53A4180ED7CBFBE6D1D41C0A145561DF53A4140643B5F7E6D1D41C0A145D614F53A4180ED7C3F416D1D41C0A145360DF53A4140DBF9FE086D1D41C0A1455608F53A4140DBF9FED06C1D41A01804D606F53A410052B81E9D6C1D41A01804960AF53A41C0C8763E5A6C1D41A01804B612F53A4140B6F3FD046C1D41A01804961BF53A414008AC9CC06B1D41A018041628F53A41C0A370DD8E6B1D41A018043638F53A414008AC1C656B1D41A018049646F53A41C0F528DC636B1D41A018041652F53A418091EDFC856B1D41A01804365EF53A41C0F528DCA06B1D41A01804F669F53A41C0F5285C9E6B1D41A01804F67BF53A414008AC1C7F6B1D41A01804D68EF53A41C0F528DC556B1D41A01804F696F53A41005A64BB126B1D41A018045699F53A4100D122DBB16A1D41A01804F696F53A4180BE9F3A436A1D41608FC2D592F53A4180BE9F9AE4691D41608FC2D58CF53A4100AC1C5A8B691D41608FC2D582F53A4100AC1C5A22691D41200681757CF53A41408716D9DF681D41200681557CF53A41C022DB79B3681D412006813585F53A41406210D88D681D41200681D598F53A41406210587C681D4120068155B0F53A41406210D872681D41200681F5C6F53A41C074931886681D4140DF4F75DBF53A41C0749398BC681D41608FC2B5F2F53A41406210D8EB681D41608FC29509F63A41C074931813691D41608FC2751EF63A41406210D84C691D41608FC29535F63A4100FED47881691D41A01804D647F63A41C0749318B1691D41A018045650F63A4140871659FC691D41A018045653F63A4180BE9F3A4C6A1D41A01804B64EF63A41801058B9876A1D41A01804F643F63A4180BE9FBAB16A1D41A018041638F63A4180BE9F1AC66A1D41A01804362EF63A41C047E17ADF6A1D41A018043627F63A41C047E17A116B1D41C0A145D61EF63A4100D1225B446B1D41C0A1451615F63A41005A643B666B1D41C0A1451609F63A41005A643B6B6B1D41C0A14596F8F53A4140E3A51B656B1D41002B8716ECF53A41005A643B706B1D41C0A145D6E8F53A4100D122DB826B1D41C0A14596EEF53A41005A64BBB76B1D41C0A14576F1F53A41806CE7FB116C1D41C0A14576EBF53A41007F6ABC5D6C1D41002B8776E5F53A41007F6A3C8F6C1D41002B87F6E3F53A4140B6F37DAF6C1D41C0A145B6E9F53A41C0A3705DD16C1D41002B8736EFF53A41C0A3705D016D1D41002B87D6F1F53A41C0A370DD456D1D41002B8776FBF53A4140B6F3FD906D1D41002B87D60DF63A41002DB29DD16D1D4140B4C8161FF63A4140B6F37D006E1D4140B4C8762BF63A4140B6F37D236E1D41002B877639F63A41C0C876BE456E1D4140B4C8364CF63A41C0A370BD566E1D4140B4C89664F63A41803F35DE526E1D4140B4C8B67CF63A418091EDFC2E6E1D4140B4C89693F63A414008AC9CFD6D1D4140B4C836ACF63A414008AC9CDC6D1D4140B4C816BDF63A41C0F5285CBC6D1D41002B8756CCF63A414008AC1C996D1D4140B4C836DDF63A41007F6ABC716D1D4140B4C8B6EFF63A41806CE77B4A6D1D4140B4C89601F73A41005A643B376D1D4140B4C8F614F73A4100D122DB346D1D4140B4C8F627F73A4100D1225B3D6D1D41803D0A9737F73A414008AC9C486D1D41803D0AB74BF73A4140E3A59B5F6D1D41803D0A775BF73A4100D122DBA46D1D41803D0A5767F73A41C0F528DC076E1D41803D0A1774F73A4140E3A51B556E1D4100295CD780F73A41806CE7FBA46E1D4100295C1791F73A418091ED7C116F1D4100295CD79FF73A41C0A370DD7A6F1D41E04F8DB7ACF73A41C0A3703DFB6F1D41E04F8DD7B6F73A41C0A370BD81701D4120D9CED7B8F73A41803F35DEF5701D4120D9CED7BAF73A4140DBF97E74711D41E04F8DB7C1F73A410000000010721D4140621018C7F73A4180128340AB721D41406210F8C7F73A4100AE47613F731D4180EB5158CDF73A41C0240601B0731D4180EB5178DAF73A41403789C133741D4100D7A398E9F73A41806E1203E5741D4180EB5158F4F73A410081954359751D4100FED4F8FAF73A41400AD723D4751D412087165907F83A41809318846F761D41208716191FF83A4180931804FA761D416010583937F83A41002FDDA47A771D416010581944F83A410054E325F9771D41601058B946F83A418066666663781D416010585944F83A4140DD2486BE781D416010583940F83A4140DD248608791D41A099991938F83A41408B6CE743791D41A099999928F83A41809999194F791D4100AAF17225F83A41C09DEFA781791D41A099993917F83A4140B072E8B9791D41A099993909F83A41C09DEF27E8791D41A09999F9F0F73A4140B07268087A1D41A0999919CDF73A414039B4C8147A1D41A09999B9ADF73A414039B4C8077A1D41A099999995F73A4180C2F528B6791D41601058B980F73A410027310837791D41601058D96DF73A41C09DEFC7B0781D41208716F95DF73A41408B6C6733781D412087165950F73A41408B6CE7CD771D4100FED4B83DF73A4100022B0771771D412087163929F73A4180EFA7462C771D4100FED43815F73A4180666666FB761D4100D7A378FDF63A41C078E926DB761D4100D7A3D8E2F63A41C078E926CA761D4100D7A338CAF63A41C078E9A6C0761D4100D7A338B7F63A4100022B87A9761D4100D7A398A7F63A4100022B077B761D4100D7A31890F63A4180EFA7465C761D4180EB519873F63A4100022B074D761D4180EB51985DF63A41806666E61A761D4180EB51784EF63A4180666666C2751D4180EB511844F63A410054E3255D751D4120D9CEF735F63A41806666E616751D41406210F826F63A41C0CAA145D3741D4180EB51181CF63A418041606570741D4120D9CE3711F63A41002FDD241F741D4120D9CEF703F63A41002FDD24E7731D4120D9CEB7F1F53A41010300000001000000370000008016D94E5E7B1D4100FED4B8E0F43A41C09DEF27D4741D41E04F8D57E0F43A4180EFA746CB741D41E04F8DD7E9F43A41C09DEFA7B5741D41E04F8DF7FDF43A41C078E926BB741D41E04F8D5711F53A41C078E9A6AE741D41E04F8D972CF53A4100022B879B741D41E04F8D5744F53A41408B6CE786741D41E04F8D375BF53A410054E32551741D4120D9CE177FF53A41804160E52C741D4120D9CEF7A1F53A41C0CAA14523741D4120D9CED7B5F53A41804160E527741D4120D9CED7C5F53A4100A69B4444741D4120D9CE17D0F53A410054E325A4741D4120D9CE77E1F53A4140DD24862B751D41406210F8F8F53A41806666E6B0751D414062109806F63A41C09DEFC723761D4180EB51B814F63A4100022B8774761D4180EB51B826F63A41C09DEF47C2761D4180EB51583EF63A410027310812771D4100D7A31862F63A41C09DEF274A771D4100D7A3388DF63A41C09DEF4769771D4100D7A3D8B4F63A41C09DEF2789771D4100FED438D8F63A41C09DEF27AA771D4100FED478F3F63A4140DD2486CF771D4100FED49802F73A410027310810781D4100FED4980DF73A4140B072E876781D41208716991AF73A4100273108D5781D412087161926F73A41C04B378931791D412087165932F73A4100D5786988791D41601058D93DF73A4180C2F528CF791D41601058D947F73A4100D57869187A1D41601058B953F73A410083C04A5F7A1D41A099999960F73A41405EBA499E7A1D41A09999396EF73A41405EBAC9BB7A1D41A099995980F73A41405EBA49C37A1D41A09999199CF73A41405EBA49C17A1D41A0999919BAF73A41405EBAC9B07A1D41A0999979D5F73A414039B4487E7A1D41A0999939FCF73A4100273108477A1D41A099995926F83A41C09DEF271F7A1D41A09999993DF83A41C09DEF47E9791D41A09999594BF83A41C09DEFA7BF791D41A09999995DF83A41C09DEFC7B3791D41A099993974F83A4180EFA7C6BB791D41E022DB3989F83A41408B6C67D0791D41E022DB9998F83A41C09DEFC7007A1D41E022DB19A3F83A41408B6C675C7A1D41E022DB99ACF83A41C09DEF27C77A1D4100AC1CFAB6F83A414039B448297B1D4100AC1C5AC3F83A41806E1283317B1D41200456AEC4F83A4140DF4F0D4A7B1D4160B81EA5C8F83A41002731085A7B1D4100AC1C3ACBF83A4140BA490C5A7B1D418068918DC7F83A418016D94E5E7B1D4100FED4B8E0F43A4101030000000100000021000000C0C64B37B56D1D4120D9CEF794F93A41803D0A571F6D1D4120D9CE5790F93A41408FC2754A6C1D41E04F8D178EF93A41007D3F35826B1D4100295CD788F93A4100583934F96A1D4100295C1781F93A41C020B0727C6A1D4100295C7783F93A41005839342C6A1D41803D0A3792F93A4180BC7413FD691D41803D0A9794F93A41C045B6F3B0691D41803D0A1791F93A41403333334D691D41803D0A3797F93A41C020B012E2681D4140B4C8369AF93A41400E2D3282681D4140B4C8169EF93A4100FCA9712F681D4140B4C8B6A9F93A414060E550EB671D4140B4C836BAF93A4100D7A370AE671D4140B4C836CCF93A4180C4203063671D4140B4C8F6DFF93A41803BDFEF0B671D4140B4C8F6F1F93A418016D94EBD661D41002B87F600FA3A41C09F1AAFB7661D41A0C4203002FA3A4100295C8F98661D41002B87F608FA3A418091ED7C9B661D4140DF4FF508FA3A418091EDFCEA721D4100FED43803FA3A4140B6F3FDE8721D41408941E002FA3A414008AC1C9D721D4100FED4B8F5F93A41806CE7FBA4711D4100D7A398CAF93A4140E3A59B4F711D4100D7A398BDF93A4100D122DBF0701D4100D7A3D8B2F93A4180BE9F1A4E701D4180EB5198AAF93A41C022DBF9A56F1D4100D7A3D8A7F93A41408716D93D6F1D41406210D8A5F93A4100FED478CE6E1D41406210B8A0F93A41C04F8D173F6E1D4120D9CE179CF93A41C0C64B37B56D1D4120D9CEF794F93A41,27844.02630881851,2002522,"Timberland, Index 70-79",UNINCORPORATED - WESTSIDE
0106000020BC0800000100000001030000000100000005000000405EBA49F5001F41806ABC9496273B4140B072E8D1FF1E412031087439273B41C09DEFA72DFF1E412031085459273B4180E7FB2956001F4140E17A54B5273B41405EBA49F5001F41806ABC9496273B41,688.7766778373721,2022655,Vacant Residential,PIERSON
0106000020BC0800000100000001030000000100000012000000400E2D3228901E41A06E12A359DB3B4140894160F98F1E4140B4C83659DB3B41C0CEF7D3F88F1E410054E34563DB3B41408B6CE7EF8F1E41200456AE07DC3B41405EBA49F3911E418016D94E0CDC3B4140DBF9FEE9941E4140DF4FED12DC3B4140DF4F0DEB941E4120B29DEF12DC3B41801804D655951E4100022BE713DC3B4100022B07C5951E416039B4E814DC3B41C0F528DCC6951E4100FED478F2DB3B41C0A14536C8951E4140621018DADB3B4140DF4F2D58951E4120871619D9DB3B410004568EEE941E416039B428D8DB3B4180416065EC941E4100819523D8DB3B410083C0CAF6911E4100000068D1DB3B4100A8C64BFB911E41C04B376960DB3B4180416065FB911E414008ACDC5DDB3B41400E2D3228901E41A06E12A359DB3B41,4724.907846798201,2003189,Single Family,UNINCORPORATED - WESTSIDE
0106000020BC080000010000000103000000010000001300000040621078356D1E410054E3A5E7C43B4140DF4F0DA1621E41A06E12C3D0C43B41806891EDA4621E41A06E128398C43B4140B072E8B15F1E4100D34D4292C43B410054E325455E1E4160E5D0C27BC53B41C0240681A6591E4180C0CA6173C53B418012834045591E41403789C172C53B4180ED7CBF1F591E4180C0CA4188C53B4140DBF97E02591E4180C0CA4198C53B4140DBF97ECE581E4180C0CA41B4C53B410052B81ECC581E4180C0CA41B5C53B41C0C876BEC5581E4180C0CA41B8C53B41C0C876BE8E581E4180C0CA21D3C53B4140B6F37D8C581E4180C0CA41D4C53B410052B89E8B581E4180C0CAA1D4C53B4140643B5FA3591E4100D34D02D7C53B4100022B8744601E41400AD723E5C53B41002B8716256D1E41E078E9A600C63B4140621078356D1E410054E3A5E7C43B41,177.54925221944538,2004070,"Ornamentals, Misc Ag",UNINCORPORATED - WESTSIDE
0106000020BC0800000100000001030000000100000011000000C01E85EBE7631E41A09BC4C062C13B4100022B87E4621E41A06E12C329C13B4140068195DD621E41202FDDC482C03B4180E5D0A2E95E1E416010581964C03B4180E92631AB5E1E41002DB2BD9FC03B41C0F753E3645E1E41E078E9E6E2C03B4140DD2486565B1E4140894140CEC33B4140DD2486545B1E4140894140D0C33B4180416065395B1E4160128340F1C33B41C0CAA1C5195B1E416012834014C43B41C0CAA1C5F75A1E41A09BC44036C43B41C01C5A64D35A1E41A09BC44059C43B4180931884AC5A1E41E02406417CC43B41400AD7A39E5A1E41E02406A187C43B4140B072E8B15F1E4100D34D4292C43B41806891EDA4621E41A06E128398C43B41C01E85EBE7631E41A09BC4C062C13B41,243.35905631871572,2004118,Single Family,UNINCORPORATED - WESTSIDE
0106000020BC0800000100000001030000000100000013000000C024068122551E41000000809ABC3B4140E3A59B194D1E41400AD7C387BC3B41C0A3705D164D1E41A09BC44089BC3B41408716D9054D1E41608FC2D590BC3B4100000080CD4C1E41A0ED7C7FA5BC3B4180438B6C9A4C1E41E04D6270BFBC3B4180C0CA21704C1E4180EB5138DEBC3B4180438B6C574C1E41809318A4FFBC3B41C09DEFC7454C1E41C072681116BD3B41400AD7A3374C1E41002B873632BD3B41C04F8D173B4C1E4100AC1C9A4CBD3B4140E17A14424C1E41803F357E61BD3B41C01E856B5C4C1E41C0F7536376BD3B4100A69BC4704C1E4160E7FB5190BD3B41C045B6F35E541E4120B29DCFA2BD3B41C02406019B551E4100D7A3B0A5BD3B41C0490C029B551E4160BA498CA5BD3B41C04B3709A7551E41806ABCB49BBC3B41C024068122551E41000000809ABC3B41,409.70295247691723,2004274,"Cropland, Class III",UNINCORPORATED - WESTSIDE
0106000020BC0800000100000001030000000100000012000000C0A3705DF6311E410054E3A599B53B4140DF4F0D562C1E41205C8FA241B23B41400681959B271E41E0FBA9313EB23B41400E2DB2B1271E4140333353CDB33B4180EB5138F12C1E4140E17A74D8B33B41406210D83A2E1E41C0F3FD7447B43B41C0C64B37312E1E4180976E3268B53B41007D3F55302E1E41002B87B682B53B41400681952F2E1E4140B4C81691B53B41007D3FD52A2E1E4140B4C81691B53B41005839B42A2E1E41803D0A37E4B53B41801804562A2F1E4100295CB7E5B53B4100583934762F1E414060E530E6B53B4180EB51B8A8311E41E04F8DB7E9B53B4180EB5138E5311E4120D9CED7E9B53B414087165921321E41C04B3729EAB53B4180E7FBA97E321E418014AEA7EAB53B41C0A3705DF6311E410054E3A599B53B41,2994.6318731963534,2004622,Single Family,UNINCORPORATED - WESTSIDE
0106000020BC0800000100000001030000000100000006000000002DB21DB5931E41608FC23591B83B4100AC1C5AD7901E41C0F3FD548BB83B41801058B9D4901E4120068115F9B83B41406210D8D1901E41A01804F66CB93B4140E3A59BBD931E4140B4C89673B93B41002DB21DB5931E41608FC23591B83B41,3049.3807547135025,2005114,"Ornamentals, Misc Ag",UNINCORPORATED - WESTSIDE
0106000020BC08000001000000010300000001000000060000008068912D27261E4100295CA739A63B41C0CCCC6C73241E414008AC7438A63B41400AD78375241E41408D97F6B4A73B4140E17A9475241E414008ACA4C0A73B4180EB515829261E4120B29D0FC4A73B418068912D27261E4100295CA739A63B41,4488.271937315432,2004894,Single Family,UNINCORPORATED - WESTSIDE
